Country,Element,Item,Year,Unit,Value
Switzerland,Area,Arable land and Permanent crops,2007,1000 ha,430
Switzerland,Area,Arable land and Permanent crops,2008,1000 ha,429.8
Switzerland,Area,Arable land and Permanent crops,2009,1000 ha,430
Switzerland,Area,Arable land and Permanent crops,2010,1000 ha,428.5
Switzerland,Area,Arable land and Permanent crops,2011,1000 ha,428
Switzerland,Area,Arable land and Permanent crops,2012,1000 ha,428.2
Switzerland,Area,Arable land and Permanent crops,2013,1000 ha,428.3
Switzerland,Area,Arable land and Permanent crops,2014,1000 ha,425.7
Switzerland,Area,Arable land and Permanent crops,2015,1000 ha,423.8
Switzerland,Area,Temporary meadows and pastures,2001,1000 ha,118.5
Switzerland,Area,Temporary meadows and pastures,2002,1000 ha,119
Switzerland,Area,Temporary meadows and pastures,2003,1000 ha,122.6
Switzerland,Area,Temporary meadows and pastures,2004,1000 ha,124.5
Switzerland,Area,Temporary meadows and pastures,2005,1000 ha,119.1
Switzerland,Area,Temporary meadows and pastures,2006,1000 ha,120.6
Switzerland,Area,Temporary meadows and pastures,2007,1000 ha,126.2
Switzerland,Area,Temporary meadows and pastures,2008,1000 ha,127.3
Switzerland,Area,Temporary meadows and pastures,2009,1000 ha,129.8
Switzerland,Area,Temporary meadows and pastures,2010,1000 ha,131.8
Switzerland,Area,Temporary meadows and pastures,2011,1000 ha,133.6
Switzerland,Area,Temporary meadows and pastures,2012,1000 ha,133.6
Switzerland,Area,Temporary meadows and pastures,2013,1000 ha,131.1
Switzerland,Area,Temporary meadows and pastures,2014,1000 ha,128
Switzerland,Area,Temporary meadows and pastures,2015,1000 ha,125.5
Switzerland,Area,Permanent meadows and pastures,2000,1000 ha,1133.3
Switzerland,Area,Permanent meadows and pastures,2001,1000 ha,1129.3
Switzerland,Area,Permanent meadows and pastures,2002,1000 ha,1127.2
Switzerland,Area,Permanent meadows and pastures,2003,1000 ha,1126.1
Switzerland,Area,Permanent meadows and pastures,2004,1000 ha,1123.4
Switzerland,Area,Permanent meadows and pastures,2005,1000 ha,1120.4
Switzerland,Area,Permanent meadows and pastures,2006,1000 ha,1116.5
Switzerland,Area,Permanent meadows and pastures,2007,1000 ha,1113.5
Switzerland,Area,Permanent meadows and pastures,2008,1000 ha,1110.8
Switzerland,Area,Permanent meadows and pastures,2009,1000 ha,1107.5
Switzerland,Area,Permanent meadows and pastures,2010,1000 ha,1106.1
Switzerland,Area,Permanent meadows and pastures,2011,1000 ha,1103.6
Switzerland,Area,Permanent meadows and pastures,2012,1000 ha,1100.5
Switzerland,Area,Permanent meadows and pastures,2013,1000 ha,1097.4
Switzerland,Area,Permanent meadows and pastures,2014,1000 ha,1097
Switzerland,Area,Permanent meadows and pastures,2015,1000 ha,1085
United Kingdom,Area,Arable land and Permanent crops,2000,1000 ha,5928
United Kingdom,Area,Arable land and Permanent crops,2001,1000 ha,5702
United Kingdom,Area,Arable land and Permanent crops,2002,1000 ha,5836
United Kingdom,Area,Arable land and Permanent crops,2003,1000 ha,5708
United Kingdom,Area,Arable land and Permanent crops,2004,1000 ha,5868
United Kingdom,Area,Arable land and Permanent crops,2005,1000 ha,5776
United Kingdom,Area,Arable land and Permanent crops,2006,1000 ha,6139
United Kingdom,Area,Arable land and Permanent crops,2007,1000 ha,6131
United Kingdom,Area,Arable land and Permanent crops,2008,1000 ha,6051
United Kingdom,Area,Arable land and Permanent crops,2009,1000 ha,6092
United Kingdom,Area,Arable land and Permanent crops,2010,1000 ha,6016
United Kingdom,Area,Arable land and Permanent crops,2011,1000 ha,6107
United Kingdom,Area,Arable land and Permanent crops,2012,1000 ha,6258
United Kingdom,Area,Arable land and Permanent crops,2013,1000 ha,6310.3
United Kingdom,Area,Arable land and Permanent crops,2014,1000 ha,6278.3
United Kingdom,Area,Arable land and Permanent crops,2015,1000 ha,6060
United Kingdom,Area,Temporary meadows and pastures,2001,1000 ha,1205
United Kingdom,Area,Temporary meadows and pastures,2002,1000 ha,1230
United Kingdom,Area,Temporary meadows and pastures,2003,1000 ha,1201
United Kingdom,Area,Temporary meadows and pastures,2004,1000 ha,1246
United Kingdom,Area,Temporary meadows and pastures,2005,1000 ha,1193
United Kingdom,Area,Temporary meadows and pastures,2006,1000 ha,1137
United Kingdom,Area,Temporary meadows and pastures,2007,1000 ha,1176
United Kingdom,Area,Temporary meadows and pastures,2008,1000 ha,1141
United Kingdom,Area,Temporary meadows and pastures,2009,1000 ha,1241
United Kingdom,Area,Temporary meadows and pastures,2010,1000 ha,1232
United Kingdom,Area,Temporary meadows and pastures,2011,1000 ha,1278
United Kingdom,Area,Temporary meadows and pastures,2012,1000 ha,1357
United Kingdom,Area,Temporary meadows and pastures,2013,1000 ha,1389.7
United Kingdom,Area,Temporary meadows and pastures,2014,1000 ha,1395.9
United Kingdom,Area,Temporary meadows and pastures,2015,1000 ha,1167
United Kingdom,Area,Permanent meadows and pastures,2000,1000 ha,11036
United Kingdom,Area,Permanent meadows and pastures,2001,1000 ha,11251
United Kingdom,Area,Permanent meadows and pastures,2002,1000 ha,11140
United Kingdom,Area,Permanent meadows and pastures,2003,1000 ha,11248
United Kingdom,Area,Permanent meadows and pastures,2004,1000 ha,11183
United Kingdom,Area,Permanent meadows and pastures,2005,1000 ha,11180
United Kingdom,Area,Permanent meadows and pastures,2006,1000 ha,11699
United Kingdom,Area,Permanent meadows and pastures,2007,1000 ha,11516
United Kingdom,Area,Permanent meadows and pastures,2008,1000 ha,11633
United Kingdom,Area,Permanent meadows and pastures,2009,1000 ha,11233
United Kingdom,Area,Permanent meadows and pastures,2010,1000 ha,11208
United Kingdom,Area,Permanent meadows and pastures,2011,1000 ha,11057
United Kingdom,Area,Permanent meadows and pastures,2012,1000 ha,10924
United Kingdom,Area,Permanent meadows and pastures,2013,1000 ha,10939.9
United Kingdom,Area,Permanent meadows and pastures,2014,1000 ha,10953.7
United Kingdom,Area,Permanent meadows and pastures,2015,1000 ha,11078
